"CONCEPT_CD","CNT"
"CPT4:80342",555
"CPT4:73050",553
"CPT4:14301",553
"CPT4:70546",550
"CPT4:92652",550
"CPT4:J7518",549
"CPT4:86161",549
"CPT4:64616",548
"CPT4:31528",548
"CPT4:27257",546
"CPT4:B9998",546
"CPT4:67010",546
"CPT4:51795",545
"CPT4:82978",544
"CPT4:81460",543
"CPT4:81335",542
"CPT4:66983",542
"CPT4:80235",541
"CPT4:82160",540
"CPT4:75774",540
"CPT4:80377",539
"CPT4:26735",539
"CPT4:81015",539
"CPT4:J0202",539
"CPT4:45905",538
"CPT4:52281",538
"CPT4:92950",538
"CPT4:31600",537
"CPT4:V2520",537
"CPT4:80338",537
"CPT4:40701",536
"CPT4:38790",536
"CPT4:78195",535
"CPT4:91037",535
"CPT4:93612",535
"CPT4:43312",534
"CPT4:87501",534
"CPT4:74185",533
"CPT4:21556",533
"CPT4:27450",533
"CPT4:73500",532
"CPT4:80354",531
"CPT4:20604",530
"CPT4:26210",530
"CPT4:52327",530
"CPT4:92987",530
"CPT4:67318",530
"CPT4:27786",530
"CPT4:92286",530
"CPT4:27507",530
"CPT4:80337",527
"CPT4:80353",527
"CPT4:80368",527
"CPT4:80356",527
"CPT4:80323",527
"CPT4:80358",527
"CPT4:80340",527
"CPT4:80355",527
"CPT4:80370",527
"CPT4:80372",527
"CPT4:80359",527
"CPT4:80357",527
"CPT4:80365",527
"CPT4:80333",527
"CPT4:87497",527
"CPT4:33675",525
"CPT4:94762",524
"CPT4:86331",523
"CPT4:93609",523
"CPT4:82055",523
"CPT4:33945",523
"CPT4:J9098",521
"CPT4:11043",521
"CPT4:61500",521
"CPT4:92601",520
"CPT4:93797",519
"CPT4:81241",518
"CPT4:L4386",516
"CPT4:95950",516
"CPT4:20661",515
"CPT4:J0285",515
"CPT4:84445",514
"CPT4:J9015",513
"CPT4:41520",513
"CPT4:41872",512
"CPT4:Q4010",512
"CPT4:21012",511
"CPT4:78226",511
"CPT4:29305",511
"CPT4:84432",510
"CPT4:90963",510
"CPT4:81210",510
"CPT4:87632",509
"CPT4:E0114",508
"CPT4:27524",507
"CPT4:83491",507
"CPT4:J9040",507
"CPT4:69220",506
"CPT4:26608",506
"CPT4:93545",505
"CPT4:49570",505
"CPT4:86825",504
"CPT4:J7509",504
"CPT4:77300",502
"CPT4:L4350",501
"CPT4:A9581",501
"CPT4:84704",501
"CPT4:49180",499
"CPT4:20501",498
"CPT4:76978",498
"CPT4:J2182",497
"CPT4:33400",497
"CPT4:33391",496
"CPT4:36012",496
"CPT4:14041",493
"CPT4:33730",493
"CPT4:28505",492
"CPT4:T1018",492
"CPT4:J0850",491
"CPT4:J2792",489
"CPT4:81323",489
"CPT4:J0561",488
"CPT4:67228",487
"CPT4:93793",486
"CPT4:25505",486
"CPT4:33780",486
"CPT4:86696",484
"CPT4:78018",484
"CPT4:77386",483
"CPT4:33736",480
"CPT4:31630",479
"CPT4:J0480",479
"CPT4:76497",478
"CPT4:81321",478
"CPT4:93882",478
"CPT4:93452",477
"CPT4:69635",476
"CPT4:73501",474
"CPT4:24220",472
"CPT4:V5241",472
"CPT4:27814",471
"CPT4:Q0175",471
"CPT4:85598",471
"CPT4:85220",470
"CPT4:81222",469
"CPT4:27093",469
"CPT4:76885",466
"CPT4:82261",465
"CPT4:86343",464
"CPT4:76930",464
"CPT4:31645",463
"CPT4:26560",462
"CPT4:95926",462
"CPT4:95874",462
"CPT4:94260",459
"CPT4:38241",456
"CPT4:64718",455
"CPT4:72084",455
"CPT4:69641",454
"CPT4:93291",454
"CPT4:29846",453
"CPT4:27705",452
"CPT4:49572",452
"CPT4:54328",451
"CPT4:44310",451
"CPT4:49560",450
"CPT4:99451",450
"CPT4:44799",450
"CPT4:21196",449
"CPT4:31561",449
"CPT4:38208",449
"CPT4:80100",448
"CPT4:J2505",448
"CPT4:87516",448
"CPT4:99411",447
"CPT4:49440",447
"CPT4:92960",447
"CPT4:33228",446
"CPT4:64494",446
"CPT4:50400",445
"CPT4:85280",444
"CPT4:94150",444
"CPT4:24400",444
"CPT4:25607",443
"CPT4:88263",443
"CPT4:87486",443
"CPT4:27638",442
"CPT4:93662",441
"CPT4:13160",440
"CPT4:64713",439
"CPT4:81302",437
"CPT4:28304",437
"CPT4:29891",437
"CPT4:21046",437
"CPT4:27750",436
"CPT4:99307",436
"CPT4:50230",436
"CPT4:J1567",436
"CPT4:31529",435
"CPT4:24655",435
"CPT4:54505",434
"CPT4:50783",433
"CPT4:51525",433
"CPT4:93603",433
"CPT4:J9340",431
"CPT4:37237",431
"CPT4:28262",430
"CPT4:J1071",430
"CPT4:31750",429
"CPT4:33615",429
"CPT4:27698",429
"CPT4:71111",429
"CPT4:A4565",428
"CPT4:85048",428
"CPT4:69110",428
"CPT4:72190",428
"CPT4:27156",427
"CPT4:31256",426
"CPT4:L8614",426
"CPT4:83825",425
"CPT4:D1310",425
"CPT4:95024",424
"CPT4:30462",424
"CPT4:83918",424
"CPT4:33285",423
"CPT4:33390",423
"CPT4:33920",422
"CPT4:27477",422
"CPT4:90636",422
"CPT4:61070",422
"CPT4:69633",421
"CPT4:95723",418
"CPT4:75685",418
"CPT4:14000",417
"CPT4:D3221",415
"CPT4:49423",415
"CPT4:90882",414
"CPT4:80154",413
"CPT4:33969",413
"CPT4:64488",413
"CPT4:27899",413
"CPT4:44625",412
"CPT4:71047",412
"CPT4:67320",412
"CPT4:84999",412
"CPT4:49451",412
"CPT4:29861",412
"CPT4:J3415",411
"CPT4:C1785",411
"CPT4:99184",411
"CPT4:66840",409
"CPT4:82985",409
"CPT4:64708",407
"CPT4:61550",406
"CPT4:V2630",406
"CPT4:78305",406
"CPT4:87556",406
"CPT4:51535",405
"CPT4:27120",404
"CPT4:70110",403
"CPT4:A4306",402
"CPT4:62328",402
"CPT4:T1019",401
"CPT4:55175",400
"CPT4:21230",400
"CPT4:72080",400
"CPT4:50845",400
"CPT4:83018",399
"CPT4:93651",399
"CPT4:21315",398
"CPT4:J2150",398
"CPT4:26550",398
"CPT4:J1325",397
"CPT4:82634",397
"CPT4:33208",397
"CPT4:96113",395
"CPT4:82600",395
"CPT4:77079",394
"CPT4:95180",394
"CPT4:65222",394
"CPT4:66850",394
"CPT4:80169",394
"CPT4:23650",393
"CPT4:20690",393
"CPT4:68816",392
"CPT4:42235",392
"CPT4:S0176",392
"CPT4:51940",392
"CPT4:82104",392
"CPT4:81223",391
"CPT4:86336",391
"CPT4:54312",390
"CPT4:43274",390
"CPT4:86757",390
"CPT4:20664",390
"CPT4:26356",389
"CPT4:61536",388
"CPT4:84144",388
"CPT4:A9537",387
"CPT4:94645",386
"CPT4:86403",386
"CPT4:62362",386
"CPT4:88333",386
"CPT4:29807",386
"CPT4:33851",385
"CPT4:31625",385
"CPT4:61682",384
"CPT4:J0135",384
"CPT4:78812",382
"CPT4:14061",382
"CPT4:28120",381
"CPT4:C1817",381
"CPT4:21310",381
"CPT4:31571",381
"CPT4:77081",379
"CPT4:21175",379
"CPT4:65850",379
"CPT4:29895",379
"CPT4:30540",378
"CPT4:85549",378
"CPT4:14020",378
"CPT4:55180",378
"CPT4:81306",377
"CPT4:44050",377
"CPT4:33010",376
"CPT4:92370",375
"CPT4:63030",374
"CPT4:78999",374
"CPT4:90839",374
"CPT4:10140",373
"CPT4:83788",373
"CPT4:69145",373
"CPT4:J9293",372
"CPT4:33955",372
"CPT4:97810",371
"CPT4:93631",371
"CPT4:93539",371
"CPT4:71048",369
"CPT4:33960",368
"CPT4:85004",367
"CPT4:V5257",367
"CPT4:J7183",367
"CPT4:38999",366
"CPT4:84392",365
"CPT4:20612",365
"CPT4:10022",365
"CPT4:64612",365
"CPT4:14302",365
"CPT4:27612",364
"CPT4:87634",363
"CPT4:24101",363
"CPT4:83874",363
"CPT4:21210",362
"CPT4:22848",362
"CPT4:52315",361
"CPT4:43260",360
"CPT4:15769",360
"CPT4:75989",359
"CPT4:95861",359
"CPT4:95962",359
"CPT4:26765",359
"CPT4:97032",358
"CPT4:27005",358
"CPT4:25120",358
"CPT4:33776",357
"CPT4:15004",357
"CPT4:J9025",357
"CPT4:D9110",356
"CPT4:92508",356
"CPT4:87076",356
"CPT4:49020",356
"CPT4:83785",356
"CPT4:33999",356
"CPT4:77334",356
"CPT4:94799",355
"CPT4:49002",355
"CPT4:44005",355
"CPT4:70200",355
"CPT4:47001",355
"CPT4:95250",355
"CPT4:92132",354
"CPT4:33645",353
"CPT4:92547",353
"CPT4:82595",352
"CPT4:64831",352
"CPT4:44126",352
"CPT4:J7307",352
"CPT4:36245",352
"CPT4:64495",351
"CPT4:44125",351
"CPT4:99385",350
"CPT4:C1766",349
"CPT4:33926",349
"CPT4:46050",349
"CPT4:J9039",349
"CPT4:27479",349
"CPT4:90965",348
"CPT4:D8692",347
"CPT4:85260",347
"CPT4:68761",347
"CPT4:27560",347
"CPT4:49501",347
"CPT4:38500",347
"CPT4:12004",346
"CPT4:27096",346
"CPT4:86304",344
"CPT4:96370",344
"CPT4:56441",344
"CPT4:68810",344
"CPT4:28899",343
"CPT4:85557",342
"CPT4:A0427",342
"CPT4:33507",342
"CPT4:54348",342
"CPT4:93888",342
"CPT4:27030",341
"CPT4:80176",340
"CPT4:27792",340
"CPT4:26590",340
"CPT4:D0460",340
"CPT4:93456",339
"CPT4:82775",338
"CPT4:29280",337
"CPT4:50546",337
"CPT4:86695",336
"CPT4:C1753",335
"CPT4:71120",335
"CPT4:30125",335
"CPT4:15851",335
"CPT4:20999",334
"CPT4:36223",333
"CPT4:27158",333
"CPT4:96127",333
"CPT4:82382",333
"CPT4:78014",332
"CPT4:27602",331
"CPT4:J2547",331
"CPT4:81005",331
"CPT4:64483",330
"CPT4:62369",330
"CPT4:27356",330
"CPT4:61312",330
"CPT4:J8597",329
"CPT4:36140",329
"CPT4:37239",328
"CPT4:26490",327
"CPT4:84482",327
"CPT4:33478",326
"CPT4:85210",326
"CPT4:61538",326
"CPT4:15734",326
"CPT4:73525",325
"CPT4:J1322",325
"CPT4:33786",325
"CPT4:24075",325
"CPT4:64421",324
"CPT4:33694",324
"CPT4:85441",323
"CPT4:60240",323
"CPT4:67935",323
"CPT4:51727",323
"CPT4:C1876",321
"CPT4:27310",320
"CPT4:69632",320
"CPT4:51500",320
"CPT4:40810",320
"CPT4:43280",320
"CPT4:90780",320
"CPT4:97762",320
"CPT4:43300",319
"CPT4:85247",319
"CPT4:28510",318
"CPT4:57452",318
"CPT4:82679",318
"CPT4:90687",317
"CPT4:50240",317
"CPT4:33620",317
"CPT4:61783",316
"CPT4:78227",316
"CPT4:66985",315
"CPT4:45387",314
"CPT4:55500",314
"CPT4:16000",314
"CPT4:96523",314
"CPT4:11010",313
"CPT4:49422",313
"CPT4:93281",311
"CPT4:14021",311
"CPT4:26596",311
"CPT4:41112",311
"CPT4:J1428",310
"CPT4:79005",310
"CPT4:36582",310
"CPT4:J7613",309
"CPT4:31540",309
"CPT4:49520",309
"CPT4:24650",309
"CPT4:33684",309
"CPT4:10121",308
"CPT4:50392",307
"CPT4:67800",307
"CPT4:Q9950",307
"CPT4:69420",305
"CPT4:55899",304
"CPT4:63704",304
"CPT4:A9583",304
"CPT4:35216",303
"CPT4:29883",303
"CPT4:26115",302
"CPT4:50760",302
"CPT4:44202",301
"CPT4:33286",301
"CPT4:28108",301
"CPT4:67921",301
"CPT4:C1781",300
"CPT4:61541",300
"CPT4:27766",300
"CPT4:69644",300
"CPT4:46716",299
"CPT4:V2600",299
"CPT4:81304",299
"CPT4:38120",299
"CPT4:99145",298
"CPT4:69714",298
"CPT4:50380",298
"CPT4:64420",296
"CPT4:84591",296
"CPT4:37244",296
"CPT4:11980",296
"CPT4:23615",295
"CPT4:L3265",295
"CPT4:11732",295
"CPT4:FMOLD",295
"CPT4:67208",294
"CPT4:72191",293
"CPT4:43113",293
"CPT4:20983",292
"CPT4:74150",292
"CPT4:33284",291
"CPT4:81374",291
"CPT4:25450",291
"CPT4:31628",291
"CPT4:52351",291
"CPT4:J0150",290
"CPT4:75671",290
"CPT4:15770",290
"CPT4:49203",290
"CPT4:27365",289
"CPT4:V2521",288
"CPT4:J7195",288
"CPT4:49322",287
"CPT4:32663",287
"CPT4:60545",286
"CPT4:42700",286
"CPT4:81257",286
"CPT4:29871",286
"CPT4:42836",285
"CPT4:D7294",285
"CPT4:85305",285
"CPT4:54650",285
"CPT4:49421",285
"CPT4:15135",284
"CPT4:11310",284
"CPT4:21206",284
"CPT4:D7971",283
"CPT4:44314",283
"CPT4:61760",282
"CPT4:73523",281
"CPT4:30801",281
"CPT4:84588",281
"CPT4:25365",280
"CPT4:31239",280
"CPT4:85597",280
"CPT4:33770",279
"CPT4:85415",279
"CPT4:30400",279
"CPT4:95017",278
"CPT4:86077",278
"CPT4:G0452",278
"CPT4:82308",277
"CPT4:33405",276
"CPT4:90781",276
"CPT4:44320",276
"CPT4:36010",276
"CPT4:96368",276
"CPT4:29876",275
"CPT4:54352",275
"CPT4:74400",275
"CPT4:86780",274
"CPT4:23600",273
"CPT4:21930",273
"CPT4:50432",272
"CPT4:61520",272
"CPT4:69637",272
"CPT4:67316",271
"CPT4:26418",271
"CPT4:81252",270
"CPT4:92621",270
"CPT4:25024",270
"CPT4:33413",269
"CPT4:29870",269
"CPT4:50431",269
"CPT4:97606",269
"CPT4:33233",268
"CPT4:93654",268
"CPT4:99345",266
"CPT4:D6010",265
"CPT4:83866",265
"CPT4:13120",265
"CPT4:29720",265
"CPT4:D3120",265
"CPT4:70542",264
"CPT4:99359",264
"CPT4:54660",264
"CPT4:V5020",263
"CPT4:J0740",263
"CPT4:33249",263
"CPT4:65205",263
"CPT4:82042",262
"CPT4:32554",262
"CPT4:43262",261
"CPT4:26565",261
"CPT4:64520",261
"CPT4:74475",261
"CPT4:61521",261
"CPT4:19325",260
"CPT4:32666",259
"CPT4:24546",259
"CPT4:67902",259
"CPT4:64721",259
"CPT4:66821",259
"CPT4:33665",259
"CPT4:70100",258
"CPT4:25440",258
"CPT4:21089",258
"CPT4:43237",258
"CPT4:10021",258
"CPT4:87471",257
"CPT4:87274",257
"CPT4:33468",257
"CPT4:49496",256
"CPT4:C1764",256
"CPT4:44211",256
"CPT4:93279",255
"CPT4:44180",255
"CPT4:56405",255
"CPT4:94005",255
"CPT4:87551",255
"CPT4:60220",255
"CPT4:87902",255
"CPT4:31536",254
"CPT4:39545",254
"CPT4:33542",254
"CPT4:44160",254
"CPT4:15002",254
"CPT4:24301",253
"CPT4:45397",253
"CPT4:68110",253
"CPT4:82378",253
"CPT4:26541",253
"CPT4:J0770",253
"CPT4:64415",252
"CPT4:26770",252
"CPT4:60521",251
"CPT4:44130",251
"CPT4:44205",251
"CPT4:10005",251
"CPT4:36580",251
"CPT4:28490",251
"CPT4:90964",250
"CPT4:30420",250
"CPT4:27759",250
"CPT4:27607",249
"CPT4:27514",249
"CPT4:95717",249
"CPT4:28285",249
"CPT4:33724",249
"CPT4:52301",249
"CPT4:J1700",248
"CPT4:47505",248
"CPT4:E1800",247
"CPT4:54530",246
"CPT4:12053",246
"CPT4:93460",246
"CPT4:27758",246
"CPT4:93798",245
"CPT4:82681",245
"CPT4:32505",245
"CPT4:88180",245
"CPT4:24305",245
"CPT4:46740",245
"CPT4:28192",245
"CPT4:43251",245
"CPT4:33803",244
"CPT4:30465",244
"CPT4:97811",244
"CPT4:96379",244
"CPT4:99404",243
"CPT4:57061",243
"CPT4:52352",242
"CPT4:70310",242
"CPT4:29730",242
"CPT4:27829",242
"CPT4:46270",242
"CPT4:64416",242
"CPT4:49507",241
"CPT4:87521",241
"CPT4:94610",241
"CPT4:S0080",241
"CPT4:87278",241
"CPT4:11102",240
"CPT4:28104",240
"CPT4:26540",240
"CPT4:87273",240
"CPT4:67820",240
"CPT4:81381",239
"CPT4:62120",239
"CPT4:J0515",239
"CPT4:J0600",239
"CPT4:22214",239
"CPT4:95907",239
"CPT4:22852",239
"CPT4:88332",239
"CPT4:95249",239
"CPT4:33985",239
"CPT4:95867",239
"CPT4:78299",239
"CPT4:90876",238
"CPT4:90802",238
"CPT4:84140",237
"CPT4:32607",237
"CPT4:74305",237
"CPT4:88240",237
"CPT4:V2799",237
"CPT4:92627",237
"CPT4:82955",236
"CPT4:42281",236
"CPT4:78990",235
"CPT4:74246",235
"CPT4:27626",235
"CPT4:52353",235
"CPT4:28306",235
"CPT4:20900",235
"CPT4:29897",234
"CPT4:32662",234
"CPT4:93041",234
"CPT4:D8703",234
"CPT4:90746",233
"CPT4:88249",233
"CPT4:D9310",232
"CPT4:72129",232
"CPT4:25310",232
"CPT4:44300",232
"CPT4:23466",232
"CPT4:24620",232
"CPT4:46715",231
"CPT4:93355",231
"CPT4:49606",230
"CPT4:49492",230
"CPT4:28240",229
"CPT4:64490",229
"CPT4:J1931",229
"CPT4:C1772",229
"CPT4:54308",228
"CPT4:45520",228
"CPT4:90784",228
"CPT4:88358",228
"CPT4:28485",228
"CPT4:86812",227
"CPT4:81350",227
"CPT4:20600",227
"CPT4:86622",227
"CPT4:31825",227
"CPT4:27420",226
"CPT4:69643",225
"CPT4:57291",224
"CPT4:14001",224
"CPT4:86316",224
"CPT4:J0152",224
"CPT4:86826",224
"CPT4:33015",224
"CPT4:27600",224
"CPT4:43305",223
"CPT4:21337",223
"CPT4:80171",223
"CPT4:77074",223
"CPT4:31820",223
"CPT4:25260",222
"CPT4:26989",222
"CPT4:69799",222
"CPT4:J2840",221
"CPT4:25609",221
"CPT4:33612",220
"CPT4:44950",220
"CPT4:J7527",220
"CPT4:61750",220
"CPT4:G0268",220
"CPT4:Q4008",220
"CPT4:46040",219
"CPT4:D1515",219
"CPT4:49215",219
"CPT4:24600",219
"CPT4:74775",219
"CPT4:21550",219
"CPT4:27730",218
"CPT4:44955",218
"CPT4:44361",218
"CPT4:21085",218
"CPT4:22840",217
"CPT4:81372",217
"CPT4:62147",217
"CPT4:43332",216
"CPT4:84165",216
"CPT4:64550",216
"CPT4:95990",216
"CPT4:26350",216
"CPT4:J0221",216
"CPT4:92326",216
"CPT4:42961",216
"CPT4:C9482",216
"CPT4:13133",216
"CPT4:L1843",216
"CPT4:49407",216
"CPT4:76380",215
"CPT4:15732",214
"CPT4:43763",214
"CPT4:67903",214
"CPT4:90621",214
"CPT4:64568",214
"CPT4:99499",214
"CPT4:86301",214
"CPT4:27405",213
"CPT4:77417",213
"CPT4:27825",213
"CPT4:27327",212
"CPT4:62258",212
"CPT4:99422",212
"CPT4:43880",211
"CPT4:27500",211
"CPT4:64788",211
"CPT4:71022",211
"CPT4:33212",211
"CPT4:70545",210
"CPT4:21193",210
"CPT4:76830",210
"CPT4:75807",210
"CPT4:33779",210
"CPT4:42215",210
"CPT4:20692",210
"CPT4:76820",209
"CPT4:A9521",209
"CPT4:27394",209
"CPT4:81245",209
"CPT4:92545",209
"CPT4:21121",209
"CPT4:26410",208
"CPT4:51960",208
"CPT4:79101",208
"CPT4:33975",208
"CPT4:G0289",208
"CPT4:88285",208
"CPT4:25560",207
"CPT4:43800",207
"CPT4:21552",206
"CPT4:25515",206
"CPT4:26113",206
"CPT4:D2941",206
"CPT4:92537",206
"CPT4:23150",206
"CPT4:22810",205
"CPT4:74328",205
"CPT4:82172",205
"CPT4:D1352",204
"CPT4:33822",204
"CPT4:81375",204
"CPT4:75662",204
"CPT4:29889",203
"CPT4:85397",203
"CPT4:99367",203
"CPT4:27303",203
"CPT4:77387",202
"CPT4:82489",202
"CPT4:74330",202
"CPT4:93655",201
"CPT4:49250",201
"CPT4:63282",201
"CPT4:50825",201
"CPT4:27328",201
"CPT4:A9575",201
"CPT4:33946",201
"CPT4:C2618",201
"CPT4:61107",201
"CPT4:J0490",200
"CPT4:51980",200
"CPT4:32405",200
"CPT4:20150",200
"CPT4:62256",200
"CPT4:93622",200
"CPT4:68700",199
"CPT4:27530",199
"CPT4:J2850",199
"CPT4:88280",198
"CPT4:33922",198
"CPT4:42450",198
"CPT4:V2615",198
"CPT4:25535",198
"CPT4:93930",197
"CPT4:27425",197
"CPT4:33771",197
"CPT4:24149",197
"CPT4:31276",196
"CPT4:Q5111",196
"CPT4:36247",196
"CPT4:24000",195
"CPT4:82145",195
"CPT4:43325",195
"CPT4:99305",195
"CPT4:53025",195
"CPT4:21931",195
"CPT4:77321",195
"CPT4:26615",195
"CPT4:J3230",194
"CPT4:62321",194
"CPT4:76496",194
"CPT4:15100",193
"CPT4:97597",193
"CPT4:44800",193
"CPT4:88386",192
"CPT4:26200",192
"CPT4:22590",192
"CPT4:99349",192
"CPT4:28250",192
"CPT4:95976",192
"CPT4:67005",192
"CPT4:28341",191
"CPT4:26455",191
"CPT4:94656",190
"CPT4:38747",190
"CPT4:26111",189
"CPT4:36246",189
"CPT4:93286",188
"CPT4:11101",188
"CPT4:85301",188
"CPT4:41825",188
"CPT4:43245",188
"CPT4:33229",188
"CPT4:11971",188
"CPT4:86648",188
"CPT4:80159",187
"CPT4:25075",187
"CPT4:92603",187
"CPT4:69540",187
"CPT4:49185",187
"CPT4:61516",187
"CPT4:35475",187
"CPT4:28043",186
"CPT4:25020",186
"CPT4:93012",186
"CPT4:80143",186
"CPT4:J9010",186
"CPT4:26580",186
"CPT4:70490",185
"CPT4:25350",185
"CPT4:27236",185
"CPT4:D2394",185
"CPT4:87253",185
"CPT4:22612",184
"CPT4:97533",184
"CPT4:64774",184
"CPT4:31613",184
"CPT4:31530",184
"CPT4:D9920",184
"CPT4:31288",184
"CPT4:61543",184
"CPT4:21600",183
"CPT4:86821",183
"CPT4:67825",183
"CPT4:D2934",183
"CPT4:83902",183
"CPT4:43281",183
"CPT4:94720",183
"CPT4:80165",182
"CPT4:99423",182
"CPT4:36597",182
"CPT4:81442",182
"CPT4:25390",181
"CPT4:58301",181
"CPT4:96155",181
"CPT4:25360",181
"CPT4:33416",181
"CPT4:92544",181
"CPT4:33120",180
"CPT4:31240",180
"CPT4:80326",180
"CPT4:90375",180
"CPT4:93616",180
"CPT4:87503",180
"CPT4:38505",179
"CPT4:51705",179
"CPT4:47701",178
"CPT4:65220",178
"CPT4:26160",178
"CPT4:26605",178
"CPT4:72198",177
"CPT4:82205",177
"CPT4:89060",177
"CPT4:82941",177
"CPT4:50543",177
"CPT4:96171",177
"CPT4:64418",177
"CPT4:36660",176
"CPT4:74350",176
"CPT4:43191",176
"CPT4:69000",176
"CPT4:A4641",176
"CPT4:A4913",175
"CPT4:81319",175
"CPT4:20902",175
"CPT4:31545",175
"CPT4:29838",175
"CPT4:29550",175
"CPT4:81317",175
"CPT4:42870",175
"CPT4:81298",175
"CPT4:85013",175
"CPT4:26951",174
"CPT4:29880",174
"CPT4:38214",174
"CPT4:35761",174
"CPT4:V2755",173
"CPT4:A4657",173
"CPT4:44210",173
"CPT4:P9031",173
"CPT4:30124",173
"CPT4:82710",172
"CPT4:77336",171
"CPT4:37206",171
"CPT4:12035",171
"CPT4:29898",171
"CPT4:D0170",171
"CPT4:33417",170
"CPT4:55041",170
"CPT4:37197",170
"CPT4:11105",170
"CPT4:11011",170
"CPT4:44312",170
"CPT4:J2770",169
"CPT4:20245",169
"CPT4:67331",169
"CPT4:23140",169
"CPT4:26116",169
"CPT4:93618",169
"CPT4:36481",169
"CPT4:95978",168
"CPT4:24670",168
"CPT4:73706",168
"CPT4:81402",168
"CPT4:J7676",168
"CPT4:81185",168
"CPT4:21554",168
"CPT4:44615",167
"CPT4:76513",167
"CPT4:29850",167
"CPT4:54336",167
"CPT4:96102",167
"CPT4:50727",167
"CPT4:Q9965",167
"CPT4:43233",167
"CPT4:32120",167
"CPT4:Q0138",166
"CPT4:29835",166
"CPT4:52276",166
"CPT4:28041",166
"CPT4:33611",166
"CPT4:25400",166
"CPT4:33474",166
"CPT4:31572",166
"CPT4:20663",165
"CPT4:93571",165
"CPT4:49525",165
"CPT4:A9516",165
"CPT4:21743",165
"CPT4:86000",165
"CPT4:99053",165
"CPT4:21079",164
"CPT4:77014",164
"CPT4:D4210",164
"CPT4:43333",164
"CPT4:71023",164
"CPT4:86156",164
"CPT4:49204",164
"CPT4:54522",163
"CPT4:J1458",163
"CPT4:28725",163
"CPT4:20103",163
"CPT4:33207",163
"CPT4:32655",163
"CPT4:43264",163
"CPT4:24576",163
"CPT4:C1750",162
"CPT4:69440",162
"CPT4:99360",162
"CPT4:L8619",162
"CPT4:50220",162
"CPT4:81206",162
"CPT4:36680",162
"CPT4:29035",162
"CPT4:61735",162
"CPT4:21048",161
"CPT4:81250",161
"CPT4:25500",160
"CPT4:44140",160
"CPT4:28296",160
"CPT4:28515",160
"CPT4:27364",159
"CPT4:J0630",159
"CPT4:77280",159
"CPT4:23530",159
"CPT4:55110",158
"CPT4:62140",158
"CPT4:J7296",158
"CPT4:49321",158
"CPT4:D7111",158
"CPT4:84402",157
"CPT4:97605",157
"CPT4:81249",157
"CPT4:21299",157
"CPT4:22630",157
"CPT4:J7342",157
"CPT4:84275",156
"CPT4:27618",156
"CPT4:L8621",156
"CPT4:78596",156
"CPT4:80179",156
"CPT4:85290",155
"CPT4:32421",155
"CPT4:77290",155
"CPT4:64722",155
"CPT4:28193",154
"CPT4:93285",154
"CPT4:L4397",154
"CPT4:43255",154
"CPT4:21740",154
"CPT4:33981",153
"CPT4:49561",153
"CPT4:96146",153
"CPT4:87341",153
"CPT4:J9218",153
"CPT4:29365",152
"CPT4:33257",152
"CPT4:85410",152
"CPT4:27337",152
"CPT4:25280",152
"CPT4:70470",152
"CPT4:67700",152
"CPT4:78814",151
"CPT4:27824",151
"CPT4:57400",151
"CPT4:15260",151
"CPT4:26492",150
"CPT4:75562",150
"CPT4:15120",150
"CPT4:73565",150
"CPT4:31636",149
"CPT4:95911",149
"CPT4:20910",149
"CPT4:75676",149
"CPT4:77011",149
"CPT4:A4364",148
"CPT4:84120",148
"CPT4:21073",148
"CPT4:53520",148
"CPT4:49582",148
"CPT4:G0180",148
"CPT4:25391",148
"CPT4:13100",147
"CPT4:74021",147
"CPT4:36252",147
"CPT4:84110",147
"CPT4:21208",147
"CPT4:20240",147
"CPT4:11765",147
"CPT4:26525",146
"CPT4:93581",146
"CPT4:92065",146
"CPT4:33606",146
"CPT4:J3385",146
"CPT4:40814",146
"CPT4:16025",146
"CPT4:92521",146
"CPT4:28124",145
"CPT4:13150",145
"CPT4:62273",145
"CPT4:78300",145
"CPT4:D1516",145
"CPT4:J7209",145
"CPT4:92570",145
"CPT4:49021",145
"CPT4:35471",145
"CPT4:84181",145
"CPT4:32480",144
"CPT4:47120",144
"CPT4:J7186",144
"CPT4:81310",144
"CPT4:75885",144
"CPT4:23395",144
"CPT4:28715",143
"CPT4:27380",143
"CPT4:C2617",143
"CPT4:86332",143
"CPT4:47785",143
"CPT4:17999",143
"CPT4:28010",143
"CPT4:68840",142
"CPT4:26990",142
"CPT4:47600",142
"CPT4:31505",142
"CPT4:86335",142
"CPT4:53899",142
"CPT4:38212",141
"CPT4:28260",141
"CPT4:27535",140
"CPT4:27760",140
"CPT4:93247",140
"CPT4:J1566",140
"CPT4:27151",140
"CPT4:J8530",140
"CPT4:93246",140
"CPT4:28308",139
"CPT4:Q9968",139
"CPT4:43202",139
"CPT4:84220",139
"CPT4:D8704",139
"CPT4:45389",139
"CPT4:30410",139
"CPT4:90937",139
"CPT4:25628",139
"CPT4:75563",139
"CPT4:32608",139
"CPT4:22614",138
"CPT4:64702",138
"CPT4:Q5115",138
"CPT4:51736",138
"CPT4:65285",138
"CPT4:42104",137
"CPT4:29830",137
"CPT4:76801",137
"CPT4:38209",137
"CPT4:63272",137
"CPT4:A9509",137
"CPT4:C1898",137
"CPT4:32664",136
"CPT4:42440",136
"CPT4:32556",136
"CPT4:93458",136
"CPT4:J1786",136
